71.72848;65.7975;67.83832;92.41535;77.00632;59.37744;73.19244;44.31334;41.08527;52.37506;48.00161;58.8939;64.05072;55.46425;59.23702;75.79241;73.33773;71.53233;98.47816;60.87729;56.31867;54.65365;53.20485;47.96202;62.81788;51.25524;55.29889;71.58026;65.28636;62.33317;92.65161;57.52843;47.92487;57.54001;45.01486
19.26518;18.22309;18.20178;24.21837;20.87402;15.1749;19.48194;10.86055;10.16945;13.28256;12.46658;17.44799;17.19191;14.78785;16.00681;19.28949;20.08224;19.16776;28.50118;16.08076;15.16014;13.60293;13.5759;11.97895;16.42388;12.843;14.52892;18.017;17.02304;16.1582;25.29419;14.95861;12.16879;14.63879;11.38305
1.63265;1.89485;2.23243;1.85279;1.47445;1.3217;1.70893;0.93869;0.99781;1.31456;1.65809;1.15565;1.5019;1.65825;1.64783;1.7613;1.39313;1.14765;1.7486;1.0195;1.08679;1.12925;1.35846;0.99031;1.31192;1.08449;1.22324;1.58079;1.47995;1.50937;2.04437;1.39744;1.17265;1.32163;1.10327
31.38581;34.45516;36.59189;34.397;27.0178;23.6663;28.0661;16.74795;17.98227;23.87334;27.82588;21.44215;27.86811;27.55767;27.40952;31.20201;24.60487;21.65485;29.79489;19.29421;19.5822;21.13978;23.51494;18.11005;24.6525;20.27222;21.09391;28.95364;26.74528;27.58433;35.62926;25.60511;21.89259;24.78974;20.68727
8.1633;9.47422;11.16222;9.26387;7.37231;6.60843;8.54464;4.69348;4.98917;6.57281;8.29044;5.77828;7.50938;8.29125;8.23909;8.80644;6.96565;5.73825;8.7429;5.09743;5.43397;5.64624;6.79229;4.95154;6.55954;5.42241;6.11624;7.90393;7.39973;7.54688;10.22183;6.98722;5.86313;6.60814;5.51641
0.3747;0.3277;0.35442;0.43677;0.31066;0.26536;0.37228;0.27417;0.29129;0.30931;0.25619;0.25162;0.27571;0.17858;0.13131;0.12724;0.08757;0.0595;0.06027;0.02372;0.01042;0.01093;0.00833;0.00586;0.00321;0.00025;0.00231;0.00021;0.0011;;;0.00021;0.00021;0.00025;0.00042
8.68889;7.60488;8.22148;10.15001;7.21467;6.15155;8.64894;6.33637;6.72922;7.06607;5.93267;5.82812;6.37792;4.12943;3.03624;2.94891;2.02154;1.36376;1.38839;0.54502;0.23795;0.2508;0.1921;0.13617;0.07373;0.00582;0.05374;0.0049;0.02587;;;0.0049;0.00441;0.00594;0.0098
1.78433;1.56055;1.68768;2.07993;1.4793;1.26362;1.77275;1.30556;1.38708;1.47286;1.21991;1.19815;1.31292;0.85029;0.6253;0.60596;0.41706;0.28329;0.28698;0.11295;0.04967;0.05201;0.03969;0.02784;0.01526;0.00119;0.01097;0.001;0.00528;;;0.001;0.001;0.00121;0.002
1.521;1.42291;1.52255;1.8781;1.08329;0.46195;1.65393;2.54408;2.65764;3.1574;3.30042;3.29673;3.67479;3.61271;3.36273;4.8159;4.13479;4.20369;4.67093;3.56224;3.27802;4.02878;3.65281;3.36248;3.79061;3.47353;3.57219;5.59169;5.05909;5.35539;5.93212;4.28922;3.823;4.87857;4.19139
33.0162;31.01345;32.96522;41.12089;23.77439;10.1467;30.73093;45.47347;47.36608;55.93513;58.35823;58.12104;64.76826;63.69106;59.25889;84.98983;72.87857;74.03063;82.07757;62.71285;57.74245;70.93604;64.44045;59.25263;66.87587;61.23787;62.96469;98.56571;89.16135;94.44208;104.24241;75.51573;67.25178;85.57223;73.78722
6.91366;6.46779;6.9207;8.53678;4.92409;2.09972;7.51787;11.56395;12.08013;14.35177;15.00193;14.98522;16.70353;16.42142;15.28509;21.89051;18.7945;19.10763;21.23145;16.19205;14.90013;18.31265;16.6037;15.28402;17.23007;15.78875;16.23717;25.41683;22.99591;24.34266;26.96419;19.49639;17.37723;22.17529;19.05177
